Development Name	Borough	Account Name	Location	Meter AMR	Meter Scope	TDS #	EDP	RC Code	Funding Source	AMP #	Vendor Name	UMIS BILL ID	Revenue Month	Service Start Date	Service End Date	# days	Meter Number	Estimated	Current Charges	Rate Class	Bill Analyzed	Consumption (KWH)	KWH Charges	Consumption (KW)	KW Charges	Other charges
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8053305	2019-07-01	06/24/2019	07/24/2019	30	7518362	N	15772.33	GOV/NYC/068	Yes	130000	5382	244	2283.84	8106.49
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8147149	2019-08-01	07/24/2019	08/22/2019	29	7518362	N	14362.19	GOV/NYC/068	Yes	120800	5001.12	232	2171.52	7189.55
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8622123	2020-01-01	12/24/2019	01/24/2020	31	9985100	N	8539.89	GOV/NYC/068	Yes	76400	2573.15	144	1438.56	4528.18
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8709580	2020-02-01	01/24/2020	02/25/2020	32	9985100	N	9151.81	GOV/NYC/068	Yes	76800	2586.62	136	1358.64	5206.55
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8797839	2020-03-01	02/25/2020	03/25/2020	29	9985100	N	9020.14	GOV/NYC/068	Yes	68000	2290.24	132	1318.68	5411.22
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8888673	2020-04-01	03/25/2020	04/23/2020	29	9985100	N	4047.87	GOV/NYC/068	Yes	70800	2384.54	128	1278.72	384.61
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8525044	2019-12-01	11/21/2019	12/24/2019	33	9985100	N	8299.25	GOV/NYC/068	Yes	80800	3066.36	132	1235.52	3997.37
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8524623	2019-11-01	10/23/2019	11/21/2019	29	9985100	Y	8077.38	GOV/NYC/068	Yes	73200	2777.94	152	1422.72	3876.72
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8524430	2019-10-01	09/23/2019	10/23/2019	30	9985100	Y	7680.16	GOV/NYC/068	Yes	80800	3066.36	196	1834.56	2779.24
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8524274	2019-09-01	08/22/2019	09/23/2019	32	9985100	N	8717.2	GOV/NYC/068	Yes	99200	4106.88	208	1946.88	2663.44
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8622123	2020-01-01	12/24/2019	01/24/2020	31	9985100	N	8539.89	GOV/NYC/068	Yes	76400	2573.15	144	1438.56	4528.18
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8709580	2020-02-01	01/24/2020	02/25/2020	32	9985100	N	9151.81	GOV/NYC/068	Yes	76800	2586.62	136	1358.64	5206.55
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8797839	2020-03-01	02/25/2020	03/25/2020	29	9985100	N	9020.14	GOV/NYC/068	Yes	68000	2290.24	132	1318.68	5411.22
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8888673	2020-04-01	03/25/2020	04/23/2020	29	9985100	N	4047.87	GOV/NYC/068	Yes	70800	2384.54	128	1278.72	384.61
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	8991150	2020-05-01	04/23/2020	05/22/2020	29	9985100	N	9148.08	GOV/NYC/068	Yes	71200	2398.02	136	1358.64	5391.42
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9082004	2020-06-01	05/22/2020	06/23/2020	32	9985100	N	14339.15	GOV/NYC/068	Yes	96800	3594.18	200	1998	8746.97
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9188288	2020-07-01	06/23/2020	07/23/2020	30	9985100	N	16835.69	GOV/NYC/068	Yes	125600	4663.53	228	2277.72	9894.44
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9283322	2020-08-01	07/23/2020	08/21/2020	29	9985100	N	16869.75	GOV/NYC/068	Yes	124400	4618.97	248	2477.52	9773.26
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9375087	2020-09-01	08/21/2020	09/22/2020	32	9985100	N	15133.76	GOV/NYC/068	Yes	108800	4039.74	228	2277.72	8816.3
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9488630	2020-10-01	09/22/2020	10/22/2020	30	9985100	N	9942.85	GOV/NYC/068	Yes	75200	2532.74	156	1558.44	5851.67
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9576724	2020-11-01	10/22/2020	11/20/2020	29	9985100	N	9395.38	GOV/NYC/068	Yes	74400	2505.79	160	1598.4	5291.19
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9659559	2020-12-01	11/20/2020	12/23/2020	33	9985100	N	11473.03	GOV/NYC/068	Yes	87600	2950.37	156	1558.44	6964.22
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9745842	2021-01-01	12/23/2020	01/26/2021	34	9985100	N	11376.21	GOV/NYC/068	Yes	82400	3048.8	144	1549.44	6777.97
ADAMS	BRONX	ADAMS	BLD 06	NONE	BLD 06	118	248	B011800	FEDERAL	NY005001180P	NEW YORK POWER AUTHORITY	9853078	2021-02-01	01/26/2021	02/25/2021	30	9985100	N	12514.91	GOV/NYC/068	Yes	77200	2856.4	164	1764.64	7893.87
